house_area_sqft,lot_area_sqft,bedrooms,bathrooms,year_built,overall_quality,garage_capacity,basement_area_sqft,distance_to_city_center_km,neighborhood,renovation_status,sale_price
2650.0,7188.0,6.0,4.5,2014.0,3.0,3.0,2157.0,1.2,Bole,Partially renovated,1406788.0
1078.0,1882.0,2.0,1.5,1988.0,4.0,3.0,756.0,3.9,Bole,Partially renovated,657346.0
1521.0,3524.0,3.0,2.5,1996.0,8.0,0.0,837.0,2.2,Yeka,Not renovated,850658.0
2278.0,8879.0,5.0,4.5,2019.0,8.0,1.0,936.0,8.7,Arada,Not renovated,1152542.0
2383.0,9073.0,5.0,4.0,1949.0,5.0,1.0,0.0,3.8,Lideta,Partially renovated,923314.0
956.0,1169.0,3.0,2.5,2007.0,4.0,0.0,555.0,3.5,Nifas Silk,Partially renovated,503010.0
1394.0,6002.0,4.0,3.0,1988.0,2.0,1.0,967.0,14.0,Arada,Not renovated,465253.0
2460.0,9515.0,6.0,4.0,1977.0,5.0,1.0,0.0,0.6,Bole,Not renovated,1321241.0
1842.0,6614.0,4.0,2.5,2002.0,10.0,2.0,1335.0,4.8,Kirkos,,1227153.0
1656.0,6116.0,3.0,2.0,2020.0,7.0,2.0,847.0,1.0,Bole,Partially renovated,1107235.0
1439.0,4119.0,4.0,4.0,2016.0,5.0,1.0,1022.0,10.5,Nifas Silk,Not renovated,513313.0
1360.0,3677.0,3.0,2.5,1992.0,7.0,2.0,587.0,1.3,Arada,Partially renovated,844895.0
1710.0,6560.0,4.0,3.5,2013.0,4.0,1.0,986.0,6.2,Yeka,Fully renovated,914994.0
1423.0,6965.0,4.0,,2012.0,6.0,0.0,755.0,5.6,Yeka,Not renovated,725161.0
1528.0,2076.0,3.0,3.0,1993.0,6.0,1.0,1286.0,1.0,Lideta,Not renovated,893610.0
1592.0,3677.0,4.0,3.0,1981.0,6.0,2.0,342.0,6.2,Nifas Silk,Not renovated,550194.0
1231.0,2078.0,4.0,3.0,1982.0,7.0,3.0,512.0,3.2,,Not renovated,822010.0
1857.0,8934.0,4.0,3.5,2012.0,7.0,,818.0,7.0,Arada,Fully renovated,1195462.0
4175.0,11477.0,6.0,4.5,1994.0,7.0,2.0,2600.0,3.1,Kirkos,Fully renovated,2430174.0
847.0,2734.0,2.0,1.0,1974.0,5.0,0.0,484.0,6.2,Bole,Not renovated,538083.0
1731.0,7725.0,3.0,3.0,1961.0,8.0,2.0,0.0,4.4,Bole,Fully renovated,1312900.0
1197.0,5166.0,2.0,2.0,2012.0,9.0,3.0,557.0,6.2,Bole,Not renovated,1055490.0
1886.0,4026.0,4.0,3.0,1984.0,5.0,2.0,833.0,6.9,Yeka,Partially renovated,878139.0
1575.0,5386.0,3.0,2.0,2002.0,5.0,3.0,1212.0,4.1,Arada,Partially renovated,858460.0
2008.0,8261.0,5.0,3.0,2020.0,8.0,2.0,1742.0,3.6,Nifas Silk,Not renovated,962603.0
2312.0,2867.0,6.0,4.5,1969.0,6.0,2.0,1754.0,6.8,Bole,Partially renovated,1192052.0
1655.0,5678.0,5.0,4.5,1994.0,8.0,,1348.0,3.3,Lideta,Partially renovated,938661.0
2278.0,6187.0,5.0,4.0,1992.0,6.0,2.0,894.0,,Bole,Not renovated,1434919.0
699.0,2371.0,1.0,1.0,2003.0,8.0,0.0,282.0,11.8,Nifas Silk,Fully renovated,356668.0
2662.0,7874.0,5.0,4.0,2020.0,6.0,3.0,0.0,4.8,,Not renovated,1435559.0
1761.0,3574.0,4.0,,1968.0,7.0,3.0,,7.6,Kirkos,Not renovated,1097371.0
2236.0,4054.0,5.0,4.5,2006.0,9.0,2.0,0.0,2.9,Yeka,Fully renovated,1857541.0
1024.0,2001.0,3.0,3.0,2016.0,6.0,3.0,690.0,6.2,,Not renovated,851799.0
1169.0,2555.0,4.0,1.5,1991.0,5.0,3.0,446.0,4.3,Lideta,Not renovated,917776.0
1629.0,4218.0,5.0,4.0,1992.0,6.0,2.0,819.0,3.7,Lideta,Not renovated,835773.0
1541.0,3470.0,4.0,2.5,2003.0,7.0,1.0,716.0,0.9,Lideta,Not renovated,821966.0
1707.0,3683.0,3.0,1.5,2002.0,4.0,1.0,,2.2,Lideta,Not renovated,720467.0
2241.0,,5.0,3.5,2007.0,7.0,0.0,0.0,0.8,Yeka,Not renovated,1241931.0
851.0,3218.0,2.0,2.0,2006.0,5.0,1.0,,14.6,Lideta,Partially renovated,394080.0
2158.0,6812.0,5.0,3.0,1975.0,8.0,3.0,0.0,4.4,Arada,Not renovated,1215289.0
1554.0,6532.0,4.0,3.5,2015.0,2.0,1.0,1127.0,4.8,Yeka,Fully renovated,804477.0
1446.0,3533.0,4.0,3.5,2018.0,5.0,2.0,748.0,,Yeka,Fully renovated,787377.0
940.0,3637.0,1.0,1.0,1999.0,4.0,0.0,659.0,,Nifas Silk,Not renovated,413244.0
1839.0,3662.0,5.0,3.5,1965.0,5.0,2.0,752.0,3.7,Lideta,Fully renovated,847560.0
682.0,2162.0,2.0,1.5,1993.0,7.0,1.0,233.0,3.7,Yeka,Fully renovated,526689.0
1932.0,8595.0,3.0,3.0,1999.0,6.0,2.0,764.0,2.1,Bole,Fully renovated,1332550.0
933.0,3854.0,2.0,1.0,1972.0,6.0,1.0,0.0,6.5,Arada,Partially renovated,472505.0
1578.0,5858.0,4.0,4.0,1988.0,6.0,2.0,959.0,6.6,Kirkos,Not renovated,948501.0
1488.0,4852.0,4.0,3.0,1967.0,7.0,1.0,419.0,4.9,Lideta,Not renovated,702586.0
2307.0,6310.0,5.0,4.0,2007.0,5.0,2.0,1207.0,4.3,Bole,Fully renovated,1535554.0
1459.0,5755.0,4.0,2.0,1998.0,7.0,0.0,914.0,6.7,Arada,Not renovated,778263.0
1224.0,4619.0,3.0,2.5,1962.0,7.0,,0.0,2.0,Yeka,Fully renovated,871991.0
1305.0,5760.0,2.0,2.0,2002.0,7.0,2.0,0.0,6.0,Yeka,Partially renovated,853763.0
2389.0,6888.0,5.0,3.0,1994.0,7.0,1.0,829.0,12.2,Kirkos,Not renovated,1002307.0
1860.0,2917.0,5.0,4.0,2005.0,7.0,2.0,0.0,3.0,Yeka,Not renovated,1105302.0
1360.0,4871.0,4.0,3.0,1987.0,9.0,1.0,1057.0,4.0,Yeka,,1146007.0
1430.0,2708.0,4.0,3.0,1979.0,6.0,3.0,1258.0,10.2,Lideta,Not renovated,741608.0
910.0,2116.0,3.0,3.0,1980.0,6.0,1.0,405.0,4.9,Kirkos,Partially renovated,472169.0
1769.0,3776.0,5.0,2.5,1984.0,5.0,2.0,1302.0,8.0,Kirkos,Fully renovated,818748.0
852.0,,2.0,2.0,1995.0,5.0,0.0,547.0,6.2,Arada,Not renovated,399984.0
2001.0,5095.0,4.0,4.0,1998.0,4.0,1.0,1632.0,6.6,Kirkos,Not renovated,997696.0
1619.0,,5.0,4.5,1991.0,5.0,3.0,513.0,2.8,Kirkos,Partially renovated,964463.0
3490.0,5152.0,6.0,4.5,1987.0,6.0,2.0,2065.0,2.8,Nifas Silk,Fully renovated,1503963.0
1066.0,5100.0,2.0,1.5,1988.0,7.0,0.0,643.0,7.4,Nifas Silk,Not renovated,366977.0
1497.0,5478.0,3.0,,2024.0,6.0,2.0,688.0,1.6,Lideta,Not renovated,722406.0
2857.0,4780.0,6.0,4.5,1980.0,5.0,1.0,873.0,4.2,Nifas Silk,Not renovated,968257.0
2324.0,3501.0,4.0,3.5,1984.0,8.0,2.0,652.0,6.7,Bole,Not renovated,1429214.0
1223.0,3698.0,3.0,2.0,2024.0,7.0,2.0,0.0,4.0,Nifas Silk,Not renovated,724870.0
1673.0,3783.0,3.0,3.0,2003.0,6.0,1.0,0.0,4.4,Lideta,Not renovated,661671.0
1551.0,4380.0,4.0,4.5,1967.0,5.0,2.0,1013.0,8.3,Kirkos,Fully renovated,937504.0
1706.0,4691.0,4.0,3.0,2012.0,7.0,1.0,538.0,11.0,Nifas Silk,Not renovated,785066.0
1222.0,5361.0,3.0,2.0,1977.0,6.0,2.0,0.0,18.0,Bole,Fully renovated,561944.0
1504.0,4426.0,3.0,2.0,2013.0,4.0,2.0,686.0,10.4,Arada,Fully renovated,734316.0
900.0,3212.0,2.0,2.0,1991.0,6.0,1.0,695.0,3.5,Kirkos,Partially renovated,706140.0
1623.0,1454.0,5.0,4.0,1986.0,7.0,2.0,454.0,2.5,Bole,Partially renovated,1134775.0
1806.0,7837.0,5.0,4.5,2024.0,5.0,3.0,1296.0,3.5,Nifas Silk,Not renovated,721660.0
1435.0,7743.0,4.0,3.0,2006.0,6.0,2.0,0.0,6.8,Yeka,Partially renovated,912663.0
895.0,3748.0,2.0,2.5,2014.0,4.0,0.0,848.0,3.7,Nifas Silk,Not renovated,498327.0
2169.0,5817.0,6.0,4.5,2004.0,8.0,1.0,1669.0,2.9,Nifas Silk,Not renovated,1209112.0
1755.0,4018.0,5.0,3.5,1986.0,8.0,2.0,920.0,,Bole,Partially renovated,1418405.0
1211.0,4386.0,2.0,1.5,2007.0,6.0,1.0,787.0,3.7,Lideta,Not renovated,564899.0
1409.0,4531.0,3.0,2.0,2019.0,7.0,3.0,851.0,6.4,Lideta,Not renovated,732395.0
931.0,1806.0,1.0,2.0,1998.0,2.0,0.0,508.0,6.3,Yeka,Partially renovated,461855.0
1094.0,3138.0,3.0,2.5,2024.0,4.0,2.0,866.0,1.0,Bole,Not renovated,763902.0
1291.0,2758.0,4.0,3.5,2012.0,6.0,2.0,509.0,11.4,Kirkos,Not renovated,731108.0
2354.0,8772.0,6.0,4.0,1999.0,5.0,2.0,1249.0,1.9,Arada,Not renovated,1038224.0
1247.0,4414.0,2.0,1.0,2000.0,7.0,1.0,1085.0,1.4,Bole,Not renovated,876192.0
1927.0,6370.0,5.0,3.5,1998.0,9.0,2.0,822.0,3.4,Arada,Partially renovated,1188524.0
1291.0,4628.0,2.0,2.5,1970.0,4.0,2.0,333.0,2.5,Kirkos,Partially renovated,676113.0
1686.0,3228.0,3.0,2.0,1993.0,5.0,2.0,708.0,10.3,Bole,Not renovated,962374.0
1477.0,4173.0,4.0,2.5,1999.0,7.0,1.0,0.0,5.7,Bole,Partially renovated,849899.0
2086.0,2723.0,5.0,4.0,1987.0,9.0,3.0,1604.0,3.1,Bole,Fully renovated,1635001.0
1292.0,5796.0,3.0,3.0,2002.0,4.0,1.0,435.0,1.4,Yeka,Partially renovated,679741.0
908.0,1658.0,2.0,2.5,1995.0,7.0,0.0,541.0,6.2,Bole,Partially renovated,656782.0
969.0,2154.0,2.0,2.0,2010.0,9.0,1.0,0.0,3.9,Arada,Partially renovated,779544.0
1294.0,3053.0,3.0,3.0,2008.0,4.0,1.0,880.0,6.7,Arada,,722320.0
1014.0,2950.0,2.0,2.0,1998.0,4.0,0.0,685.0,5.7,Bole,Fully renovated,634822.0
1782.0,5936.0,4.0,2.5,1968.0,6.0,2.0,1363.0,2.6,Nifas Silk,Not renovated,902065.0
1323.0,3138.0,3.0,2.0,2024.0,5.0,2.0,583.0,7.3,Nifas Silk,Not renovated,606887.0
3475.0,5728.0,6.0,4.0,1992.0,7.0,2.0,1531.0,1.7,Bole,,1974116.0
859.0,2743.0,1.0,1.0,1993.0,7.0,0.0,656.0,3.8,Nifas Silk,Partially renovated,531109.0
1661.0,4071.0,5.0,4.5,1988.0,3.0,2.0,0.0,4.2,Lideta,Not renovated,421554.0
1056.0,2150.0,1.0,1.5,1985.0,7.0,1.0,614.0,4.6,Yeka,Fully renovated,714030.0
1311.0,2986.0,3.0,2.5,2024.0,5.0,0.0,461.0,1.7,Bole,Not renovated,703739.0
1626.0,6601.0,3.0,1.0,2023.0,8.0,2.0,533.0,10.0,Arada,Partially renovated,868792.0
703.0,1146.0,2.0,3.0,2004.0,5.0,0.0,0.0,2.6,Nifas Silk,Not renovated,514317.0
1680.0,6480.0,4.0,2.5,1993.0,5.0,2.0,597.0,1.1,Nifas Silk,Not renovated,713444.0
2960.0,,6.0,5.0,2007.0,7.0,1.0,1912.0,5.9,Nifas Silk,Not renovated,1459095.0
1329.0,4754.0,3.0,1.5,1996.0,7.0,2.0,0.0,14.5,Bole,Partially renovated,648633.0
1693.0,4440.0,4.0,2.5,1991.0,7.0,0.0,0.0,0.9,Yeka,Not renovated,857752.0
2196.0,8896.0,5.0,2.5,2002.0,4.0,2.0,0.0,2.2,Lideta,Not renovated,947366.0
1466.0,4335.0,2.0,2.0,1986.0,7.0,1.0,0.0,8.3,Bole,Partially renovated,847001.0
1272.0,4070.0,4.0,2.5,2000.0,5.0,2.0,774.0,4.8,Bole,Fully renovated,939353.0
715.0,1804.0,1.0,1.0,1999.0,7.0,0.0,446.0,1.7,Nifas Silk,Partially renovated,429675.0
1927.0,4690.0,5.0,3.0,2007.0,4.0,2.0,1203.0,4.1,Yeka,Partially renovated,1003563.0
1491.0,2145.0,4.0,,1983.0,7.0,0.0,651.0,12.4,Bole,Not renovated,760993.0
1098.0,2775.0,3.0,3.0,2009.0,5.0,2.0,420.0,10.7,Nifas Silk,Fully renovated,572278.0
1618.0,2826.0,3.0,3.5,1977.0,4.0,1.0,308.0,18.0,Arada,Not renovated,579029.0
1271.0,3071.0,3.0,2.0,1984.0,7.0,2.0,567.0,7.5,Lideta,Fully renovated,855742.0
1295.0,3470.0,2.0,2.0,1984.0,7.0,1.0,0.0,3.3,Kirkos,Fully renovated,805856.0
1905.0,7463.0,4.0,2.5,1974.0,5.0,0.0,1544.0,8.3,Arada,Not renovated,770999.0
983.0,900.0,2.0,1.5,2015.0,8.0,0.0,199.0,2.8,Yeka,Not renovated,602207.0
2213.0,6875.0,5.0,3.5,1976.0,6.0,0.0,1237.0,4.4,Kirkos,Partially renovated,1262319.0
964.0,3057.0,3.0,2.5,1981.0,6.0,1.0,838.0,2.8,Kirkos,Partially renovated,704309.0
1237.0,1071.0,4.0,3.5,2020.0,7.0,2.0,,7.5,Bole,Partially renovated,751176.0
2980.0,5905.0,6.0,5.0,1984.0,5.0,2.0,1758.0,7.1,Kirkos,Fully renovated,1329664.0
2274.0,5015.0,6.0,4.0,1991.0,7.0,3.0,630.0,3.0,Kirkos,Partially renovated,1256241.0
1602.0,3064.0,4.0,3.5,1975.0,5.0,2.0,1080.0,9.5,Lideta,Not renovated,677818.0
1126.0,2736.0,2.0,2.0,2012.0,6.0,,469.0,11.4,Lideta,Partially renovated,554441.0
1295.0,3784.0,3.0,2.5,2012.0,8.0,,940.0,3.3,Yeka,Not renovated,930782.0
1589.0,5199.0,4.0,3.0,2010.0,5.0,1.0,602.0,6.2,Kirkos,Partially renovated,833881.0
1570.0,1520.0,3.0,2.0,2006.0,2.0,2.0,946.0,11.8,Kirkos,Fully renovated,746701.0
1503.0,2806.0,4.0,4.0,1996.0,9.0,1.0,847.0,5.9,Bole,Not renovated,1109041.0
1534.0,1853.0,4.0,3.5,1985.0,10.0,3.0,0.0,3.8,Nifas Silk,Fully renovated,994512.0
1441.0,5728.0,2.0,2.0,1979.0,6.0,2.0,0.0,4.5,Lideta,Fully renovated,867631.0
949.0,1531.0,1.0,1.0,2021.0,3.0,0.0,555.0,3.3,Kirkos,Not renovated,320823.0
1300.0,3535.0,3.0,4.0,2010.0,6.0,2.0,0.0,9.7,Lideta,Fully renovated,714755.0
2115.0,3977.0,4.0,4.0,1981.0,6.0,1.0,1142.0,8.9,Arada,Partially renovated,1026393.0
973.0,900.0,2.0,1.5,1996.0,6.0,1.0,522.0,16.2,Kirkos,Not renovated,453645.0
1453.0,6955.0,4.0,3.0,1989.0,4.0,2.0,502.0,2.7,Kirkos,Not renovated,607574.0
1173.0,3300.0,2.0,1.5,1972.0,7.0,2.0,643.0,3.1,Nifas Silk,Not renovated,554679.0
1610.0,2720.0,3.0,2.5,1999.0,7.0,2.0,1078.0,1.4,Arada,Partially renovated,1177251.0
1358.0,1916.0,4.0,3.0,1987.0,4.0,1.0,690.0,6.8,Kirkos,Not renovated,655831.0
2561.0,10260.0,6.0,5.0,1976.0,7.0,2.0,0.0,2.0,Kirkos,Not renovated,1454892.0
1841.0,6016.0,4.0,4.0,1965.0,9.0,2.0,1331.0,15.7,Nifas Silk,Fully renovated,1028276.0
992.0,3127.0,2.0,1.0,1964.0,6.0,1.0,,2.5,,Partially renovated,483197.0
1947.0,8357.0,4.0,2.5,1988.0,6.0,3.0,1447.0,0.9,Arada,Partially renovated,1185318.0
1191.0,2159.0,2.0,1.5,1993.0,6.0,2.0,582.0,1.9,Arada,Fully renovated,748868.0
1274.0,5832.0,4.0,3.0,1977.0,7.0,2.0,,5.8,Nifas Silk,Not renovated,660116.0
1725.0,3736.0,4.0,4.5,2008.0,4.0,3.0,644.0,4.5,Nifas Silk,Not renovated,793771.0
1311.0,4234.0,4.0,3.5,1994.0,6.0,2.0,1040.0,2.5,Bole,Partially renovated,965885.0
2100.0,5185.0,5.0,4.5,2007.0,6.0,3.0,1860.0,4.3,Nifas Silk,Not renovated,995680.0
1191.0,3455.0,2.0,1.5,1991.0,9.0,2.0,708.0,3.0,Arada,Not renovated,842600.0
1256.0,5395.0,3.0,2.5,1979.0,6.0,2.0,952.0,6.7,Yeka,Partially renovated,843481.0
1240.0,2807.0,1.0,1.0,1997.0,9.0,1.0,0.0,2.0,Kirkos,Not renovated,864348.0
1279.0,6139.0,3.0,3.0,1970.0,4.0,0.0,861.0,5.2,Lideta,Partially renovated,779596.0
2252.0,5159.0,5.0,4.0,2006.0,7.0,,,5.4,Arada,Partially renovated,1318671.0
1919.0,5863.0,5.0,4.5,1976.0,7.0,0.0,1412.0,4.6,Yeka,Partially renovated,1117381.0
2772.0,11825.0,5.0,3.5,2013.0,5.0,,1122.0,6.2,Lideta,Not renovated,1136507.0
3351.0,4920.0,6.0,4.5,1988.0,6.0,2.0,0.0,4.3,Yeka,Not renovated,1588741.0
1092.0,5035.0,3.0,2.5,2016.0,8.0,2.0,490.0,7.4,Bole,Fully renovated,991019.0
1588.0,5228.0,5.0,4.5,1973.0,6.0,1.0,0.0,4.6,Kirkos,Fully renovated,1091304.0
1039.0,4288.0,2.0,1.0,1981.0,4.0,2.0,286.0,9.9,Yeka,Not renovated,336265.0
1190.0,2465.0,3.0,3.0,2003.0,6.0,3.0,0.0,5.2,Yeka,Not renovated,860275.0
1251.0,3953.0,2.0,2.0,2018.0,5.0,2.0,0.0,9.5,Bole,Partially renovated,897991.0
1082.0,4391.0,3.0,2.0,2024.0,6.0,2.0,625.0,3.1,Bole,Not renovated,837546.0
1084.0,3315.0,2.0,1.0,1996.0,6.0,2.0,524.0,2.2,Lideta,Not renovated,816016.0
1476.0,2872.0,2.0,1.5,2024.0,4.0,,766.0,7.4,Yeka,Not renovated,657887.0
1025.0,2990.0,2.0,2.5,1989.0,4.0,2.0,311.0,4.6,Nifas Silk,Not renovated,462500.0
2064.0,8429.0,5.0,5.0,2017.0,7.0,3.0,792.0,0.6,Arada,Not renovated,1276394.0
1135.0,1613.0,2.0,2.0,1976.0,5.0,2.0,377.0,2.7,Arada,Not renovated,634565.0
4029.0,14134.0,6.0,5.0,2003.0,2.0,2.0,1320.0,5.8,Lideta,Fully renovated,1467300.0
1329.0,6330.0,2.0,2.0,1948.0,7.0,3.0,0.0,4.3,Bole,Not renovated,881000.0
1588.0,2957.0,2.0,2.5,1973.0,7.0,1.0,961.0,2.6,Nifas Silk,Not renovated,790595.0
998.0,1912.0,3.0,2.0,2004.0,5.0,1.0,509.0,4.6,Kirkos,Not renovated,624333.0
2769.0,10362.0,6.0,4.0,1969.0,4.0,2.0,1033.0,5.1,Bole,Fully renovated,1410755.0
2268.0,2719.0,5.0,3.5,2004.0,7.0,0.0,1713.0,1.1,Yeka,Not renovated,1315043.0
1715.0,5544.0,4.0,2.0,2013.0,7.0,2.0,1021.0,9.4,Yeka,Not renovated,1108403.0
981.0,3449.0,3.0,3.0,1985.0,10.0,1.0,840.0,10.7,Lideta,Partially renovated,617452.0
1665.0,5038.0,4.0,3.0,1976.0,7.0,2.0,1030.0,2.7,Bole,Partially renovated,1270579.0
1059.0,3907.0,3.0,2.0,1986.0,7.0,1.0,336.0,14.2,Yeka,Fully renovated,547052.0
2548.0,9080.0,6.0,4.0,1976.0,6.0,,1945.0,4.4,Bole,Not renovated,1419752.0
2041.0,6455.0,4.0,3.0,1993.0,7.0,1.0,1475.0,2.9,Kirkos,Not renovated,1044202.0
1601.0,3348.0,4.0,4.0,1997.0,7.0,3.0,0.0,2.9,Arada,Not renovated,1031241.0
677.0,1143.0,2.0,3.0,1989.0,8.0,,521.0,13.6,Nifas Silk,Partially renovated,501554.0
1109.0,4211.0,2.0,1.0,2024.0,5.0,3.0,593.0,2.1,Kirkos,Not renovated,674410.0
1958.0,7313.0,4.0,3.0,1981.0,6.0,2.0,1031.0,5.2,Bole,Not renovated,1208719.0
2341.0,6449.0,5.0,3.5,2023.0,5.0,2.0,1805.0,5.6,Kirkos,Not renovated,1262656.0
2260.0,5079.0,5.0,4.5,1974.0,7.0,2.0,1235.0,7.4,Lideta,Fully renovated,1186100.0
902.0,2199.0,1.0,1.5,1996.0,9.0,,522.0,4.9,Nifas Silk,Not renovated,516535.0
1717.0,4441.0,5.0,3.5,2019.0,5.0,2.0,0.0,13.0,,Not renovated,813019.0
2189.0,3507.0,4.0,3.0,2018.0,6.0,2.0,622.0,14.5,Kirkos,Fully renovated,1034427.0
882.0,3705.0,2.0,1.5,1987.0,7.0,0.0,339.0,11.2,Arada,Partially renovated,475619.0
1546.0,3171.0,3.0,3.5,2006.0,6.0,1.0,705.0,6.0,Kirkos,Partially renovated,1048225.0
1701.0,6292.0,4.0,3.5,2003.0,8.0,2.0,0.0,8.4,Yeka,Partially renovated,1045368.0
1399.0,2251.0,2.0,2.0,1984.0,3.0,3.0,785.0,3.7,Nifas Silk,Not renovated,608408.0
826.0,1390.0,3.0,1.0,2007.0,5.0,0.0,394.0,9.6,Lideta,Fully renovated,458926.0
1388.0,3474.0,3.0,2.5,2024.0,5.0,2.0,575.0,3.1,Lideta,Not renovated,671624.0
1387.0,2866.0,4.0,4.5,2004.0,3.0,0.0,759.0,2.3,Nifas Silk,Fully renovated,680183.0
1474.0,4945.0,3.0,3.0,2006.0,5.0,,,2.3,Kirkos,Not renovated,981337.0
1280.0,5705.0,3.0,1.5,2008.0,5.0,2.0,821.0,6.8,Lideta,Partially renovated,699874.0
1333.0,5609.0,4.0,3.0,1966.0,6.0,2.0,0.0,12.0,,Partially renovated,831386.0
1529.0,3784.0,3.0,2.0,2004.0,8.0,2.0,1193.0,12.6,Kirkos,Not renovated,951288.0
1802.0,6547.0,5.0,5.0,1975.0,6.0,1.0,0.0,,Kirkos,Not renovated,949141.0
1398.0,2806.0,3.0,2.5,1983.0,5.0,2.0,1147.0,8.7,Kirkos,Partially renovated,626720.0
1348.0,5866.0,3.0,2.0,2024.0,6.0,0.0,599.0,2.2,Lideta,Not renovated,840559.0
1599.0,4717.0,4.0,3.0,1990.0,8.0,2.0,993.0,18.0,Kirkos,Fully renovated,930694.0
807.0,2370.0,2.0,1.0,1980.0,5.0,1.0,0.0,1.7,Yeka,Not renovated,567079.0
1823.0,3904.0,4.0,2.5,2018.0,5.0,3.0,1430.0,1.1,Nifas Silk,Partially renovated,826703.0
1550.0,2467.0,3.0,2.5,1976.0,7.0,3.0,405.0,8.9,Yeka,Partially renovated,927893.0
1571.0,3338.0,3.0,3.0,1986.0,6.0,3.0,663.0,3.6,Yeka,Not renovated,798585.0
2149.0,8928.0,5.0,3.0,2020.0,7.0,1.0,0.0,3.4,Arada,Partially renovated,1218415.0
798.0,2414.0,2.0,1.5,1996.0,6.0,1.0,574.0,2.7,Bole,Partially renovated,576254.0
792.0,3088.0,2.0,2.5,1964.0,7.0,1.0,451.0,3.0,Lideta,Partially renovated,430380.0
1701.0,2678.0,5.0,3.0,2006.0,5.0,2.0,431.0,9.1,Bole,Partially renovated,1161157.0
1546.0,4472.0,3.0,2.5,1987.0,6.0,2.0,0.0,2.3,Kirkos,Partially renovated,691718.0
1642.0,3889.0,3.0,2.5,2024.0,6.0,1.0,692.0,4.3,Nifas Silk,Not renovated,632575.0
1325.0,4714.0,2.0,3.0,1983.0,4.0,2.0,846.0,2.1,Lideta,Not renovated,684030.0
1943.0,4262.0,6.0,4.5,2016.0,4.0,2.0,479.0,5.1,Nifas Silk,Not renovated,805919.0
2128.0,5067.0,5.0,4.0,2024.0,7.0,2.0,,3.4,Bole,Partially renovated,1337052.0
1827.0,5330.0,5.0,4.5,1978.0,6.0,2.0,1069.0,6.4,Kirkos,Fully renovated,1144130.0
1418.0,2696.0,2.0,1.0,1991.0,5.0,2.0,,7.0,Kirkos,Not renovated,577769.0
757.0,1836.0,2.0,1.5,2003.0,6.0,0.0,397.0,12.2,Lideta,Partially renovated,417425.0
2013.0,7216.0,5.0,3.5,1978.0,8.0,3.0,1185.0,17.3,Kirkos,Not renovated,1008088.0
2348.0,3983.0,5.0,4.0,2000.0,3.0,1.0,0.0,2.9,Yeka,Partially renovated,1006146.0
1930.0,8782.0,5.0,4.5,1991.0,4.0,1.0,910.0,7.5,Kirkos,Partially renovated,934337.0
1149.0,3315.0,4.0,,1990.0,5.0,0.0,554.0,3.3,Nifas Silk,Partially renovated,796030.0
1949.0,7373.0,4.0,3.0,1996.0,8.0,3.0,1652.0,6.8,Nifas Silk,Partially renovated,974274.0
2077.0,6527.0,4.0,3.0,1996.0,7.0,3.0,0.0,6.7,Kirkos,Partially renovated,1448031.0
2633.0,9646.0,6.0,5.0,1998.0,7.0,1.0,0.0,6.5,Nifas Silk,Not renovated,1189063.0
1151.0,4631.0,4.0,2.5,1983.0,4.0,1.0,0.0,7.9,Bole,Not renovated,519777.0
1435.0,6048.0,4.0,3.0,1984.0,4.0,2.0,792.0,5.3,Lideta,Not renovated,500856.0
1998.0,7756.0,5.0,3.5,1993.0,7.0,1.0,917.0,3.6,Kirkos,Fully renovated,1212891.0
1581.0,4349.0,4.0,3.0,1994.0,6.0,2.0,902.0,5.1,Yeka,Partially renovated,1023096.0
1060.0,1705.0,2.0,1.0,1986.0,7.0,0.0,660.0,16.5,Yeka,Not renovated,417959.0
1785.0,5730.0,5.0,4.5,2001.0,6.0,2.0,0.0,3.1,Yeka,Not renovated,1001535.0
1887.0,3353.0,4.0,2.5,1959.0,7.0,2.0,637.0,3.8,Nifas Silk,Not renovated,888783.0
1597.0,3072.0,4.0,3.5,1980.0,6.0,2.0,0.0,2.7,Lideta,Fully renovated,805261.0
1670.0,3314.0,4.0,3.0,1989.0,7.0,2.0,649.0,0.9,Arada,Not renovated,921480.0
1419.0,4614.0,3.0,2.0,1978.0,7.0,1.0,604.0,4.5,Yeka,Partially renovated,739784.0
2562.0,5096.0,6.0,5.0,2024.0,4.0,1.0,2023.0,7.2,Kirkos,Not renovated,1133934.0
1141.0,4122.0,3.0,3.0,1995.0,3.0,0.0,0.0,2.4,Lideta,Partially renovated,554595.0
1269.0,5762.0,3.0,2.5,1999.0,8.0,1.0,0.0,11.0,Lideta,Partially renovated,743690.0
1556.0,6242.0,5.0,4.5,1985.0,8.0,3.0,772.0,6.3,Kirkos,Not renovated,879928.0
2090.0,4947.0,5.0,3.5,1995.0,5.0,1.0,0.0,9.2,Arada,Partially renovated,916002.0
932.0,3666.0,3.0,2.5,1971.0,3.0,0.0,287.0,5.9,Kirkos,Not renovated,380994.0
993.0,3629.0,2.0,1.5,1992.0,6.0,0.0,829.0,4.2,Bole,Fully renovated,706690.0
775.0,2081.0,1.0,1.5,1976.0,8.0,0.0,543.0,3.7,Arada,Not renovated,600206.0
1567.0,5406.0,4.0,3.0,1989.0,9.0,3.0,1162.0,5.7,Yeka,Partially renovated,1109955.0
1060.0,2314.0,3.0,3.5,1944.0,7.0,2.0,0.0,6.1,Nifas Silk,Not renovated,386143.0
